,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
899,H4NY23059,"JOHNSON, ROBERT J",C,1.0,DEM,161774.21,0.0,160199.08,0.0,126.63,1701.76,4114.45,29000.0,5122.0,0.0,5122.0,35700.0,115067.76,NY,23,,W,,L,36.0,4170.0,4300.0,2006-12-31,2218.07,0.0
900,H2NY24036,"MCHUGH, JOHN M",I,2.0,REP,561843.47,0.0,744421.49,0.0,260447.45,77869.43,0.0,0.0,0.0,0.0,0.0,0.0,138830.0,NY,23,,W,,W,63.0,419600.82,56.88,2006-12-31,0.0,2500.0
903,H6NY24128,"ARCURI, MICHAEL ANGELO",O,1.0,DEM,2233068.9,18488.37,2197561.42,0.0,0.0,35507.48,5150.0,5000.0,0.0,5000.0,0.0,0.0,1461495.21,NY,24,,W,,W,53.0,726987.02,15948.3,2006-12-31,17405.0,1830.0
907,H6NY24144,"MEIER, RAYMOND",O,2.0,REP,1633195.45,0.0,1629829.99,0.0,0.0,3365.46,0.0,0.0,0.0,0.0,0.0,0.0,776299.05,NY,24,,W,,L,45.0,856252.02,0.0,2006-12-31,2100.0,0.0
909,H6NY25125,"MAFFEI, DANIEL BENJAMIN",C,1.0,DEM,958298.9,23445.03,918273.83,0.0,0.0,39911.58,0.0,0.0,0.0,0.0,0.0,0.0,633543.21,NY,25,,W,,L,49.0,298300.0,3000.0,2006-12-31,1750.0,100.0
910,H8NY27036,"WALSH, JAMES T",I,2.0,REP,1396428.87,0.0,1787555.73,0.0,463885.85,72758.99,0.0,0.0,0.0,0.0,0.0,3681.03,631849.38,NY,25,,W,,W,50.0,708780.16,11661.0,2006-12-31,0.0,150.0
911,H4NY26045,"DAVIS, JOHN R JR",C,1.0,DEM,2403313.14,0.0,2386362.75,0.0,61.96,17012.35,0.0,2259280.0,0.0,3903.83,0.0,2505376.17,66344.32,NY,26,,W,,L,48.0,64850.0,3927.57,2006-12-31,0.0,0.0
912,H8NY27077,"REYNOLDS, THOMAS M",I,2.0,REP,4337300.74,0.0,5275479.91,0.0,1149060.04,210980.87,0.0,0.0,0.0,0.0,0.0,0.0,2452782.98,NY,26,,W,,W,51.0,1777246.25,44489.45,2006-12-31,40425.0,24500.0
914,H4NY27076,"HIGGINS, BRIAN M.",I,1.0,DEM,1227888.76,0.0,867309.05,0.0,25748.57,386328.28,0.0,0.0,0.0,0.0,0.0,0.0,570769.99,NY,27,,W,,W,79.0,648582.19,1240.0,2006-12-31,0.0,500.0
915,H6NY03031,"SLAUGHTER, LOUISE MCINTOSH",I,1.0,DEM,510568.18,0.0,675792.94,0.0,437586.62,272361.86,5000.0,0.0,0.0,0.0,0.0,0.0,187545.2,NY,28,,W,,W,72.0,303325.0,0.0,2006-12-31,250.0,38000.0
916,H6NY28053,"DONNELLY, JOHN E",C,2.0,REP,36274.0,0.0,24468.62,0.0,0.0,8334.91,0.0,6000.0,0.0,1500.0,0.0,0.0,19074.0,NY,28,,W,,L,27.0,11200.0,0.0,2006-10-18,250.0,0.0
917,H6NY29168,"MASSA, ERIC JJ",C,1.0,DEM,1511538.55,6350.0,1501719.58,0.0,0.0,9818.97,41200.0,56191.51,0.0,56191.51,0.0,67761.1,1066147.74,NY,29,,W,,L,48.0,329199.0,12450.0,2006-12-31,4705.0,2750.0
918,H4NY29080,"KUHL, JOHN",I,2.0,REP,1450960.47,0.0,1475380.25,0.0,40104.0,15684.22,0.0,0.0,0.0,0.0,0.0,40491.14,485988.0,NY,29,,W,,W,51.0,940376.24,8718.0,2006-12-31,4500.0,2452.35
919,H0OH01040,"CRANLEY, JOHN J IV",C,1.0,DEM,2068258.06,0.0,2050008.24,0.0,0.0,18249.82,2100.0,0.0,110000.0,0.0,110000.0,0.0,1402889.11,OH,01,,W,,L,47.0,541269.74,8289.94,2006-12-31,2000.0,100.0
920,H8OH01043,"CHABOT, STEVE",I,2.0,REP,2669980.96,191612.55,2991575.8,0.0,388478.8,66883.96,0.0,0.0,0.0,0.0,0.0,0.0,1079102.29,OH,01,,W,,W,52.0,1380084.25,17501.35,2006-12-31,9975.0,3400.0
923,H6OH02151,"WULSIN, VICTORIA WELLS",O,1.0,DEM,1089097.24,0.0,1041188.23,100.0,0.0,47909.01,1292.07,59000.0,0.0,20000.0,0.0,44619.9,786627.82,OH,02,,W,,L,49.0,238480.6,3396.25,2006-12-31,115.0,0.0
928,H6OH02086,"SCHMIDT, JEANNETTE H",O,2.0,REP,2087436.82,2940.19,2078566.53,0.0,0.0,8870.29,5822.45,420150.0,0.0,143000.0,0.0,309126.26,796983.42,OH,02,W,W,,W,50.0,852951.96,7591.63,2006-12-31,100.0,0.0
933,H2OH02077,"CONDIT, JIM JR",O,3.0,IND,21028.0,0.0,21027.0,0.0,0.0,0.0,0.0,4350.0,0.0,2857.0,0.0,1492.0,11805.0,OH,02,L,,,L,0.0,0.0,0.0,2006-12-31,0.0,0.0
934,H6OH02268,"NOY, NATHAN",O,3.0,IND,2150.0,0.0,7149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,2150.0,OH,02,,,,L,0.0,0.0,0.0,2006-12-31,0.0,0.0
938,H6OH03159,"CHEMA, JOHN RICHARD",C,1.0,DEM,418052.65,0.0,417579.78,0.0,0.0,472.87,0.0,102000.0,0.0,84000.0,0.0,18000.0,279092.04,OH,03,,L,,L,41.0,35300.0,1469.96,2006-12-31,3850.0,0.0
940,H2OH03067,"TURNER, MIKE",I,2.0,REP,1043689.12,0.0,1112110.91,0.0,74373.47,5951.68,0.0,0.0,0.0,0.0,0.0,33593.68,576452.28,OH,03,,W,,W,58.0,451428.11,1086.97,2006-12-31,350.0,1000.0
941,H6OH04090,"SIFERD, RICHARD E",O,1.0,DEM,163615.69,0.0,161769.72,0.0,0.0,1845.84,4000.0,0.0,0.0,0.0,0.0,0.0,126028.79,OH,04,,W,,L,39.0,12951.9,19780.0,2006-12-31,0.0,2500.0
943,H6OH04082,"JORDAN, JAMES D",O,2.0,REP,1408771.43,0.0,1348201.11,0.0,0.0,60570.32,0.0,0.0,0.0,0.0,0.0,0.0,987795.78,OH,04,,W,,W,60.0,413513.75,5089.28,2006-12-31,4650.0,0.0
948,H4OH05035,"WEIRAUCH, ROBIN R",C,1.0,DEM,117482.21,0.0,115668.08,0.0,1652.11,3466.24,18616.37,3153.33,267.93,0.0,267.93,8974.81,66110.53,OH,05,,W,,L,43.0,21475.0,7677.66,2006-12-31,0.0,0.0
949,H8OH05044,"GILLMOR, PAUL E",I,2.0,REP,568952.74,0.0,723413.7,0.0,244591.05,90130.09,0.0,0.0,0.0,0.0,0.0,0.0,87556.77,OH,05,,W,,W,56.0,470500.0,1498.95,2006-12-31,0.0,0.0
951,H6OH06095,"WILSON, CHARLES A JR",O,1.0,DEM,1860497.05,0.0,1800913.39,0.0,100.0,59683.66,0.0,552708.97,0.0,81058.97,0.0,214150.0,620912.24,OH,06,,W,,W,61.0,678819.15,6690.57,2006-12-31,25.0,0.0
955,H6OH06111,"BLASDEL, CHUCK",O,2.0,REP,1105655.24,237633.7,1066721.29,0.0,0.0,38933.95,2100.0,0.0,0.0,0.0,0.0,0.0,294340.41,OH,06,,W,,L,38.0,533160.64,15997.06,2006-12-31,1000.0,600.0
958,H6OH07101,"CONNER, WILLIAM RUSSELL",C,1.0,DEM,17506.67,0.0,17120.4,0.0,90.0,476.27,90.0,8000.0,0.0,0.0,0.0,8000.0,4916.67,OH,07,,W,,L,39.0,4000.0,500.0,2006-12-31,0.0,0.0
959,H0OH07021,"HOBSON, DAVID LEE",I,2.0,REP,1960812.81,0.0,2157854.24,0.0,947346.73,750305.3,0.0,0.0,0.0,0.0,0.0,0.0,1066004.41,OH,07,,W,,W,60.0,823998.03,5000.0,2006-12-31,6600.0,1000.0
960,H0OH08029,"BOEHNER, JOHN A",I,2.0,REP,3200089.15,0.0,2952529.18,0.0,142032.85,389592.82,600.0,0.0,0.0,0.0,0.0,0.0,1244838.32,OH,08,,W,,W,64.0,1936911.48,883.96,2006-12-31,3485.0,8300.0
961,H2OH09031,"KAPTUR, MARCY",I,1.0,DEM,505051.53,0.0,495355.55,0.0,806407.8,816103.78,100.0,0.0,0.0,0.0,0.0,0.0,188111.52,OH,09,,W,,W,73.0,289505.0,518.79,2006-12-31,0.0,500.0
963,H6OH23033,"KUCINICH, DENNIS J",I,1.0,DEM,635249.68,0.0,622703.68,0.0,18912.73,31462.73,500.0,0.0,0.0,1000.0,0.0,14558.66,438197.74,OH,10,,W,,W,66.0,191850.77,296.64,2006-12-31,2000.0,1000.0
965,H6OH10105,"DOVILLA, MICHAEL D",C,2.0,REP,70919.5,0.0,70344.71,0.0,0.0,573.36,0.0,0.0,0.0,0.0,0.0,2952.0,67594.5,OH,10,,W,,L,33.0,3325.0,0.0,2006-12-31,0.0,0.0
966,H8OH11067,"TUBBS-JONES, STEPHANIE",I,1.0,DEM,754172.74,0.0,780725.7,117000.0,106305.22,79752.26,0.0,0.0,0.0,0.0,0.0,0.0,342901.06,OH,11,,W,,W,83.0,402203.79,6530.85,2006-12-31,0.0,0.0
967,H0OH12013,"SHAMANSKY, ROBERT N",C,1.0,DEM,1688256.17,0.0,1639179.47,0.0,0.0,48740.04,0.0,1400000.0,0.0,0.0,0.0,1400000.0,237252.29,OH,12,,W,,L,41.0,43610.0,0.0,2006-12-31,0.0,0.0
970,H0OH12062,"TIBERI, PATRICK J",I,2.0,REP,2277599.37,0.0,2985862.65,0.0,822401.47,112863.23,0.0,0.0,0.0,0.0,0.0,0.0,1103737.1,OH,12,,W,,W,58.0,1093349.77,3630.97,2006-12-31,2750.0,9650.0
972,H6OH13133,"SUTTON, BETTY S. MS.",O,1.0,DEM,1345023.91,981.02,1343852.51,0.0,0.0,1171.4,0.0,0.0,0.0,0.0,0.0,460.0,853620.84,OH,13,,W,,W,61.0,478539.17,555.02,2006-12-31,2165.0,500.0
980,H6OH13141,"FOLTIN, CRAIG MR.",O,2.0,REP,652042.74,67616.65,650597.47,0.0,0.0,1445.27,0.0,0.0,0.0,0.0,0.0,0.0,339187.93,OH,13,,W,,L,38.0,222259.13,5000.0,2006-12-31,1400.0,0.0
982,H6OH11145,"KATZ, LEWIS ROBERT",C,1.0,DEM,236042.12,0.0,227289.88,0.0,0.0,9252.24,16652.68,9000.0,0.0,0.0,0.0,9000.0,203264.21,OH,14,,W,,L,39.0,4850.0,665.73,2006-12-31,0.0,0.0
983,H4OH19036,"LATOURETTE, STEVEN C",I,2.0,REP,1605882.01,0.0,1446274.05,0.0,12928.27,139841.7,0.0,0.0,0.0,0.0,0.0,0.0,709723.04,OH,14,,W,,W,57.0,878768.39,5589.45,2006-12-31,4100.0,3000.0
984,H6OH14180,"LANGE, WERNER J",C,3.0,NNE,1035.0,0.0,1033.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,500.0,OH,14,,,,L,3.0,0.0,0.0,2006-12-06,0.0,0.0
986,H6OH15104,"KILROY, MARY JO",C,1.0,DEM,2779819.77,0.0,2749236.83,0.0,0.0,30582.94,0.0,0.0,0.0,0.0,0.0,0.0,2226992.66,OH,15,,W,,L,49.0,539527.11,2000.0,2006-12-31,4400.0,228.0
987,H2OH15046,"PRYCE, DEBORAH D.",I,2.0,REP,4278443.12,220459.67,4696776.74,14402.22,488563.74,70230.12,0.0,0.0,0.0,0.0,0.0,0.0,1556148.34,OH,15,,W,,W,50.0,2437582.07,13136.54,2006-12-31,7250.0,20215.0
990,H6OH16029,"REGULA, RALPH S",I,2.0,REP,1027712.0,0.0,1016890.84,0.0,95719.72,106540.88,0.0,0.0,0.0,0.0,0.0,852.37,652116.0,OH,16,,W,,W,58.0,369743.0,2618.16,2006-12-31,24200.0,4000.0
992,H2OH17109,"RYAN, TIMOTHY J",I,1.0,DEM,609010.49,0.0,642777.67,52500.0,96440.54,62673.36,0.0,0.0,0.0,0.0,0.0,539.19,231199.0,OH,17,,W,,W,80.0,376289.99,421.5,2006-12-31,1550.0,4500.0
996,H6OH18157,"SPACE, ZACHARY T",C,1.0,DEM,1638830.57,0.0,1611372.22,0.0,0.0,27458.35,3870.0,36000.0,3000.0,34500.0,3000.0,63056.88,1083283.64,OH,18,,W,,W,61.0,505909.66,5354.93,2006-12-31,3205.0,0.0
999,H6OH18231,"PADGETT, JOY",C,2.0,REP,852589.25,0.0,851150.76,0.0,0.0,1438.3,0.0,0.0,0.0,0.0,0.0,0.0,302697.19,OH,18,,,,L,38.0,532826.18,15126.18,2006-12-31,0.0,5200.0
1000,H6OK01177,"GENTGES, ALAN",C,1.0,DEM,44520.72,0.0,40225.73,0.0,0.0,4294.99,38.0,0.0,0.0,0.0,0.0,0.0,41832.72,OK,01,,W,,L,29.0,200.0,1700.0,2006-12-31,0.0,0.0
1001,H2OK01093,"SULLIVAN, JOHN",I,2.0,REP,875471.72,0.0,767492.93,0.0,22411.51,130390.3,0.0,0.0,0.0,0.0,0.0,12277.64,378633.73,OK,01,,W,,W,60.0,481871.74,0.0,2006-12-31,4600.0,2500.0
1004,H4OK00018,"WORTMAN, WILLIAM P III",C,3.0,IND,6900.0,0.0,6785.1,0.0,0.0,114.9,6300.0,0.0,0.0,0.0,0.0,0.0,600.0,OK,01,,,,L,5.0,0.0,0.0,2006-11-27,0.0,0.0
1006,H4OK02089,"BOREN, DAVID D",I,1.0,DEM,1314640.52,83705.97,1000645.44,83705.97,10869.83,324864.91,0.0,105271.13,0.0,290595.24,14533.0,0.0,573609.37,OK,02,,W,,W,72.0,549472.73,1367.7,2006-12-31,0.0,0.0
1008,H6OK03207,"BARTON, SUSAN GAYLE",C,1.0,DEM,37211.0,0.0,25696.0,0.0,0.0,1514.0,1498.0,0.0,1500.0,0.0,1500.0,0.0,30112.0,OK,03,,W,,L,32.0,0.0,4100.0,2006-12-31,0.0,0.0
1009,H4OK06056,"LUCAS, FRANK D",I,2.0,REP,559463.9,0.0,507641.85,0.0,249245.1,301067.15,0.0,0.0,0.0,0.0,0.0,0.0,194112.73,OK,03,,W,,W,67.0,338089.0,565.65,2006-12-31,0.0,1000.0
1011,H6OK04106,"SPAKE, HAL",C,1.0,DEM,29344.0,0.0,31091.0,0.0,1981.0,234.0,16.0,0.0,0.0,0.0,0.0,0.0,26118.0,OK,04,,W,,L,35.0,2700.0,510.0,2006-11-16,0.0,0.0
1012,H2OK04055,"COLE, TOM",I,2.0,REP,1020039.92,0.0,1059129.57,0.0,386688.67,347599.02,0.0,0.0,0.0,0.0,0.0,0.0,652512.24,OK,04,,W,,W,64.0,336974.13,0.0,2006-12-31,12200.0,2500.0
1015,H6OK05210,"HUNTER, PAUL DAVID",O,1.0,DEM,409695.16,0.0,400839.58,0.0,0.0,8855.58,5606.71,97129.19,2688.36,3400.0,0.0,99817.55,279166.64,OK,05,,W,,L,37.0,19500.0,5500.0,2006-12-31,0.0,0.0
1019,H6OK05160,"FALLIN, MARY C",O,2.0,REP,1734539.74,0.0,1629553.52,0.0,0.0,104986.22,0.0,0.0,0.0,0.0,0.0,0.0,1442127.47,OK,05,,L,W,W,60.0,287800.0,0.0,2006-12-31,3550.0,0.0
1028,H8OR01072,"WU, DAVID",I,1.0,DEM,1432953.09,0.0,1130621.57,0.0,177138.29,479469.8,0.0,0.0,0.0,0.0,11600.0,33774.23,1029608.64,OR,01,,W,,W,63.0,387910.0,843.08,2006-12-31,-17600.0,400.0
1029,H6OR01217,"KITTS, DERRICK",C,2.0,REP,139048.47,0.0,144470.51,0.0,0.0,12588.04,0.0,0.0,0.0,0.0,0.0,1361.3,120496.47,OR,01,,W,,L,33.0,18000.0,0.0,2006-12-31,0.0,0.0
1031,H6OR02157,"VOISIN, CAROL J",C,1.0,DEM,65688.62,0.0,65269.41,0.0,0.0,419.21,5317.64,0.0,0.0,0.0,0.0,0.0,53128.65,OR,02,,W,,L,30.0,1500.0,5955.0,2006-12-31,0.0,0.0
1033,H6OR02116,"WALDEN, GREGORY PAUL",I,2.0,REP,1349421.52,0.0,1399116.45,0.0,448130.3,398435.37,0.0,0.0,0.0,0.0,0.0,0.0,674353.97,OR,02,,W,,W,66.0,658209.26,6584.89,2006-12-31,4545.0,900.0
1034,H6OR03064,"BLUMENAUER, EARL",I,1.0,DEM,789374.08,161600.0,676032.98,80000.0,211001.72,324342.82,2000.0,0.0,0.0,0.0,0.0,0.0,236833.49,OR,03,,W,,W,73.0,372424.0,68.06,2006-12-31,3457.0,0.0
1035,H6OR03155,"BROUSSARD, HEBERT BRUCE",C,2.0,REP,1996.0,0.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,03,,W,,L,23.0,0.0,0.0,2006-12-31,0.0,0.0
1036,H6OR04047,"DEFAZIO, PETER A",I,1.0,DEM,793127.03,0.0,753016.92,0.0,64926.85,105036.96,130.4,0.0,0.0,0.0,0.0,0.0,406291.97,OR,04,,W,,W,62.0,373970.0,1608.66,2006-12-31,1500.0,500.0
1037,H4OR04075,"FELDKAMP, JAMES LEE",C,2.0,REP,472896.22,0.0,473240.02,0.0,4931.43,4587.63,0.0,0.0,0.0,0.0,0.0,0.0,425912.83,OR,04,,W,,L,37.0,46983.39,0.0,2006-12-31,1000.0,200.0
1038,H6OR05069,"HOOLEY, DARLENE",I,1.0,DEM,1819528.46,0.0,2030651.76,0.0,251515.31,40392.01,0.0,0.0,0.0,0.0,0.0,1505.0,738628.82,OR,05,,W,,W,54.0,1043392.34,1246.77,2006-12-31,500.0,3700.0
1039,H6OR05119,"ERICKSON, MIKE",C,2.0,REP,1799745.54,0.0,1798736.17,0.0,0.0,1009.37,100.0,1581000.0,0.0,13700.0,0.0,1567605.0,182774.66,OR,05,,W,,L,42.0,34700.0,0.0,2006-12-31,200.0,0.0
1040,H8PA01153,"BRADY, ROBERT A",I,1.0,DEM,694752.98,0.0,564663.83,0.0,745909.51,875998.66,0.0,0.0,0.0,0.0,0.0,0.0,407957.41,PA,01,,W,,W,0.0,250350.0,100.0,2006-12-31,3000.0,0.0
1041,H2PA02055,"FATTAH, CHAKA",I,1.0,DEM,1080366.41,0.0,688703.84,100000.0,60472.9,452135.47,0.0,0.0,0.0,0.0,0.0,0.0,754994.81,PA,02,,W,,W,88.0,323896.6,25.72,2006-12-31,1600.0,3000.0
1042,H4PA03075,"PORTER, STEVEN CLARK",C,1.0,DEM,251104.34,0.0,233037.58,0.0,11123.46,29190.22,0.0,170000.0,0.0,170000.0,0.0,170000.0,65809.34,PA,03,,W,,L,42.0,10050.0,3745.0,2006-12-31,0.0,0.0
1043,H4PA21051,"ENGLISH, PHILIP S",I,2.0,REP,1414736.8,0.0,1473492.78,0.0,58799.31,43.33,0.0,25000.0,0.0,7000.0,0.0,18000.0,459574.87,PA,03,,W,,W,53.0,877590.83,6574.17,2006-12-31,100.0,7500.0
1045,H6PA04110,"ALTMIRE, JASON",I,1.0,DEM,1146370.05,0.0,1091589.68,0.0,0.0,54780.37,726.0,28300.0,0.0,28300.0,0.0,10565.85,789214.53,PA,04,,W,,W,51.0,297550.0,28450.0,2006-12-31,4300.0,1000.0
1046,H0PA04154,"HART, MELISSA A.",I,2.0,REP,2124724.09,0.0,2235954.91,0.0,119429.05,8198.23,0.0,0.0,0.0,0.0,0.0,0.0,914778.51,PA,04,,W,,L,48.0,1192805.12,148.0,2006-12-31,1400.0,2400.0
1047,H6PA05091,"PETERSON, JOHN MR.",I,2.0,REP,645377.08,0.0,668342.47,0.0,55002.52,32037.13,0.0,0.0,0.0,0.0,0.0,0.0,320353.26,PA,05,,W,,W,60.0,313940.09,0.0,2006-12-31,0.0,0.0
1048,H4PA06045,"MURPHY, LOIS",C,1.0,DEM,4120107.18,51500.0,4097667.58,0.0,36600.2,59084.02,0.0,0.0,0.0,0.0,0.0,0.0,3397376.9,PA,06,,W,,L,49.0,650210.63,1952.98,2006-12-31,1040.0,1500.0
1050,H2PA06114,"GERLACH, JIM",I,2.0,REP,3353286.83,227657.02,3492407.12,0.0,149900.03,10779.74,0.0,0.0,0.0,0.0,0.0,37523.35,1335662.7,PA,06,,W,,W,50.0,1717643.13,14555.0,2006-12-31,34904.75,15887.33
1053,H6PA07105,"SESTAK, JOSEPH A JR.",C,1.0,DEM,3285957.12,42865.51,3075721.92,0.0,0.0,210785.2,5039.28,0.0,50000.0,50000.0,0.0,0.0,2663355.63,PA,07,,W,,W,56.0,509365.32,9012.52,2006-12-31,5816.11,2900.0
1054,H4PA07027,"WELDON, CURTIS W.",I,2.0,REP,2752358.19,0.0,2940612.58,15000.0,308540.38,120285.99,0.0,0.0,0.0,0.0,0.0,0.0,1560416.17,PA,07,,W,,L,43.0,1132632.81,9250.0,2006-12-31,41783.33,20000.0
1056,H6PA08194,"MURPHY, PATRICK J",I,1.0,DEM,2425870.16,72302.09,2411247.5,0.0,0.0,14622.66,0.0,0.0,0.0,0.0,623.63,45085.45,1818457.51,PA,08,,W,,W,50.0,476922.71,23409.85,2006-12-31,7406.0,550.0
1059,H4PA08074,"FITZPATRICK, MICHAEL G",I,2.0,REP,3011195.65,128684.34,3181899.83,1254.0,226081.51,55377.33,0.0,0.0,0.0,0.0,0.0,0.0,1347661.49,PA,08,,W,,L,49.0,1471650.65,17838.0,2006-12-31,16213.33,7366.67
1060,H6PA09093,"BARR, ANTHONY J",C,1.0,DEM,56212.0,0.0,60019.0,0.0,0.0,4908.0,3923.0,0.0,0.0,0.0,0.0,0.0,42459.0,PA,09,,W,,L,39.0,3400.0,6430.0,2006-12-31,0.0,0.0
1061,H2PA09035,"SHUSTER, WILLIAM F",I,2.0,REP,1111001.77,0.0,1168747.0,0.0,94628.82,36883.59,0.0,0.0,240000.0,0.0,440000.0,24480.87,402905.65,PA,09,,W,,W,60.0,462016.18,30.94,2006-12-31,900.0,0.0
1062,H6PA10109,"CARNEY, CHRISTOPHER",C,1.0,DEM,1547536.89,1000.0,1530008.85,0.0,0.0,17528.04,2089.68,0.0,0.0,0.0,0.0,0.0,1096562.13,PA,10,,W,,W,53.0,425555.81,21945.57,2006-12-31,100.0,0.0
1064,H8PA10055,"SHERWOOD, DONALD L.",I,2.0,REP,2130832.76,152775.79,2334747.6,0.0,203914.84,0.0,0.0,250000.0,0.0,4500.22,0.0,0.0,770739.56,PA,10,,W,,L,46.0,903225.69,13000.0,2006-12-31,0.0,0.0
1065,H0PA11050,"KANJORSKI, PAUL E",I,1.0,DEM,1073778.37,0.0,652555.67,0.0,554521.74,975744.44,0.0,0.0,0.0,0.0,0.0,0.0,327850.09,PA,11,,W,,W,72.0,717159.62,3275.0,2006-12-31,25.0,4500.0
1066,H6PA11065,"LEONARDI, JOSEPH F",C,2.0,REP,9632.38,0.0,10332.08,0.0,0.0,0.0,594.0,1827.89,0.0,0.0,0.0,2422.51,6397.49,PA,11,,W,,L,27.0,763.0,50.0,2006-12-31,0.0,0.0
1067,H6PA12030,"MURTHA, JOHN P MR.",I,1.0,DEM,2760861.56,0.0,3254232.99,0.0,833622.74,340251.31,0.0,0.0,0.0,0.0,0.0,10582.46,1877810.26,PA,12,,W,,W,60.0,801618.24,0.0,2006-12-31,1500.0,400.0
1068,H6PA12071,"IREY, DIANA",C,2.0,REP,858485.87,22611.8,852815.01,0.0,0.0,5670.86,0.0,0.0,0.0,0.0,0.0,0.0,793513.07,PA,12,,W,,L,39.0,38600.0,1250.0,2006-12-31,0.0,0.0
1069,H4PA13124,"SCHWARTZ, ALLYSON",I,1.0,DEM,2788241.12,0.0,2248097.54,0.0,24532.97,564676.55,0.0,0.0,0.0,0.0,0.0,0.0,2188922.35,PA,13,,W,,W,66.0,564206.62,1000.0,2006-12-31,2300.0,1000.0
1070,H6PA13087,"BHAKTA, RAJ PETER",C,2.0,REP,478273.39,0.0,477964.19,0.0,0.0,309.2,1992.0,0.0,0.0,0.0,0.0,0.0,457634.87,PA,13,,W,,L,33.0,14999.0,50.0,2006-12-31,14751.0,0.0
1071,H4PA18131,"DOYLE, MIKE",I,1.0,DEM,923779.5,0.0,829750.64,0.0,156023.1,250051.96,0.0,0.0,0.0,0.0,0.0,0.0,439807.37,PA,14,,W,,W,90.0,473863.18,0.0,2006-12-31,2311.0,6000.0
1074,H6PA15157,"DERTINGER, CHARLES",C,1.0,DEM,90172.46,0.0,88922.41,0.0,0.0,1250.05,50.0,0.0,0.0,8858.15,0.0,0.0,24492.46,PA,15,,W,,L,44.0,18900.0,46730.0,2006-12-31,0.0,0.0
1075,H4PA15087,"DENT, CHARLES W",I,2.0,REP,1282685.27,0.0,1284762.99,0.0,75104.68,73026.96,0.0,0.0,0.0,0.0,0.0,0.0,666443.16,PA,15,,W,,W,52.0,582956.41,1103.81,2006-12-31,600.0,500.0
1076,H4PA16051,"HERR, LOIS K K",C,1.0,DEM,316425.83,0.0,320022.18,0.0,3941.1,344.75,4837.73,0.0,0.0,2850.0,0.0,0.0,287593.54,PA,16,,W,,L,39.0,16545.0,6925.0,2006-12-31,50.0,0.0
1077,H6PA16197,"PITTS, JOSEPH R",I,2.0,REP,506240.96,0.0,579167.03,115000.0,224941.52,152015.45,0.0,0.0,0.0,0.0,0.0,0.0,208873.35,PA,16,,W,,W,56.0,289553.77,764.0,2006-12-31,0.0,150.0
1078,H6PA16288,"MURPHY, JOHN ANDREW",C,3.0,IND,14690.46,0.0,14454.69,0.0,0.0,1051.39,3800.46,9000.0,0.0,0.0,0.0,11000.0,1890.0,PA,16,,,,L,3.0,0.0,0.0,2006-12-31,0.0,0.0
1079,H2PA06080,"HOLDEN, T. TIMOTHY",I,1.0,DEM,1093753.37,0.0,649170.0,0.0,129845.94,574429.31,0.0,0.0,0.0,0.0,0.0,1188.21,388154.06,PA,17,,W,,W,64.0,679611.2,5825.0,2006-12-31,1300.0,3550.0
1081,H6PA17153,"WERTZ, MATTHEW ARLINGTON",C,2.0,REP,12400.0,0.0,12463.0,0.0,0.0,1231.0,0.0,10000.0,0.0,0.0,0.0,0.0,2400.0,PA,17,,W,,L,35.0,0.0,0.0,2006-06-30,0.0,0.0
1083,H6PA18201,"KLUKO, CHAD",C,1.0,DEM,95321.83,0.0,81324.1,0.0,0.0,13997.73,0.0,31042.95,0.0,0.0,0.0,31042.95,47196.0,PA,18,,W,,L,42.0,15500.0,1500.0,2006-10-18,0.0,0.0
1084,H2PA18143,"MURPHY, TIM",I,2.0,REP,1609251.47,55155.99,1482472.68,0.0,156781.13,283559.92,0.0,0.0,0.0,0.0,0.0,0.0,780017.42,PA,18,,W,,W,57.0,761643.54,686.0,2006-12-31,150.0,6176.03
1086,H6PA19126,"AVILLO, PHILIP J JR",C,1.0,DEM,181945.15,0.0,174535.58,0.0,0.0,7409.57,13500.0,10000.0,0.0,0.0,0.0,10000.0,154015.15,PA,19,,W,,L,33.0,4250.0,180.0,2006-12-31,0.0,0.0
1087,H0PA19053,"PLATTS, TODD R",I,2.0,REP,313953.7,0.0,374585.07,0.0,89420.73,28789.36,0.0,0.0,0.0,0.0,0.0,0.0,308124.0,PA,19,,W,,W,63.0,0.0,0.0,2006-12-31,0.0,0.0
